"year","month","day","country","flu_activity"
2006,"07","09","Uruguay",177
2006,"07","16","Argentina",272
2006,"07","16","Australia",621
2006,"07","16","Austria",499
2006,"07","16","Belgium",7
2006,"07","16","Bolivia",286
2006,"07","16","Brazil",302
2006,"07","16","Bulgaria",666
2006,"07","16","Canada",724
2006,"07","16","Chile",11
2006,"07","16","France",6
2006,"07","16","Germany",329
2006,"07","16","Hungary",39
2006,"07","16","Japan",3
2006,"07","16","Mexico",753
2006,"07","16","Netherlands",14
2006,"07","16","New Zealand",55
2006,"07","16","Norway",9
2006,"07","16","Paraguay",549
2006,"07","16","Peru",278
2006,"07","16","Poland",15
2006,"07","16","Romania",595
2006,"07","16","Russia",146
2006,"07","16","South Africa",3225
2006,"07","16","Spain",19
2006,"07","16","Sweden",1
2006,"07","16","Switzerland",9
2006,"07","16","Ukraine",204
2006,"07","16","United States",695
2006,"07","16","Uruguay",179
2006,"07","23","Argentina",252
2006,"07","23","Australia",670
2006,"07","23","Austria",483
2006,"07","23","Belgium",11
2006,"07","23","Bolivia",343
2006,"07","23","Brazil",288
2006,"07","23","Bulgaria",641
2006,"07","23","Canada",707
2006,"07","23","Chile",8
2006,"07","23","France",5
2006,"07","23","Germany",313
2006,"07","23","Hungary",40
2006,"07","23","Japan",3
2006,"07","23","Mexico",774
2006,"07","23","Netherlands",14
2006,"07","23","New Zealand",68
2006,"07","23","Norway",8
2006,"07","23","Paraguay",488
2006,"07","23","Peru",251
2006,"07","23","Poland",14
2006,"07","23","Romania",582
2006,"07","23","Russia",143
2006,"07","23","South Africa",3205
2006,"07","23","Spain",14
2006,"07","23","Sweden",1
2006,"07","23","Switzerland",10
2006,"07","23","Ukraine",201
2006,"07","23","United States",695
2006,"07","23","Uruguay",177
2006,"07","30","Argentina",215
2006,"07","30","Australia",742
2006,"07","30","Austria",374
2006,"07","30","Belgium",9
2006,"07","30","Bolivia",381
2006,"07","30","Brazil",284
2006,"07","30","Bulgaria",564
2006,"07","30","Canada",744
2006,"07","30","Chile",7
2006,"07","30","France",6
2006,"07","30","Germany",332
2006,"07","30","Hungary",39
2006,"07","30","Japan",3
2006,"07","30","Mexico",737
2006,"07","30","Netherlands",15
2006,"07","30","New Zealand",73
2006,"07","30","Norway",8
2006,"07","30","Paraguay",423
2006,"07","30","Peru",260
2006,"07","30","Poland",13
2006,"07","30","Romania",552
2006,"07","30","Russia",136
2006,"07","30","South Africa",2975
2006,"07","30","Spain",17
2006,"07","30","Sweden",1
2006,"07","30","Switzerland",10
2006,"07","30","Ukraine",206
2006,"07","30","United States",677
2006,"07","30","Uruguay",183
2006,"08","06","Argentina",238
2006,"08","06","Australia",765
2006,"08","06","Austria",385
2006,"08","06","Belgium",9
2006,"08","06","Bolivia",347
2006,"08","06","Brazil",291
2006,"08","06","Bulgaria",530
2006,"08","06","Canada",736
2006,"08","06","Chile",9
2006,"08","06","France",7
2006,"08","06","Germany",387
2006,"08","06","Hungary",42
2006,"08","06","Japan",2
2006,"08","06","Mexico",790
2006,"08","06","Netherlands",16
2006,"08","06","New Zealand",59
2006,"08","06","Norway",8
2006,"08","06","Paraguay",387
2006,"08","06","Peru",268
2006,"08","06","Poland",13
2006,"08","06","Romania",580
2006,"08","06","Russia",140
2006,"08","06","South Africa",3130
2006,"08","06","Spain",16
2006,"08","06","Sweden",1
2006,"08","06","Switzerland",8
2006,"08","06","Ukraine",207
2006,"08","06","United States",681
2006,"08","06","Uruguay",194
2006,"08","13","Argentina",228
2006,"08","13","Australia",796
2006,"08","13","Austria",449
2006,"08","13","Belgium",14
2006,"08","13","Bolivia",359
2006,"08","13","Brazil",298
2006,"08","13","Bulgaria",480
2006,"08","13","Canada",774
2006,"08","13","Chile",10
2006,"08","13","France",9
2006,"08","13","Germany",443
2006,"08","13","Hungary",50
2006,"08","13","Japan",2
2006,"08","13","Mexico",713
2006,"08","13","Netherlands",15
2006,"08","13","New Zealand",60
2006,"08","13","Norway",10
2006,"08","13","Paraguay",379
2006,"08","13","Peru",287
2006,"08","13","Poland",12
2006,"08","13","Romania",605
2006,"08","13","Russia",163
2006,"08","13","South Africa",3062
2006,"08","13","Spain",16
2006,"08","13","Sweden",1
2006,"08","13","Switzerland",10
2006,"08","13","Ukraine",203
2006,"08","13","United States",717
2006,"08","13","Uruguay",194
2006,"08","20","Argentina",250
2006,"08","20","Australia",704
2006,"08","20","Austria",517
2006,"08","20","Belgium",16
2006,"08","20","Bolivia",477
2006,"08","20","Brazil",312
2006,"08","20","Bulgaria",471
2006,"08","20","Canada",752
2006,"08","20","Chile",8
2006,"08","20","France",8
2006,"08","20","Germany",502
2006,"08","20","Hungary",49
2006,"08","20","Japan",2
2006,"08","20","Mexico",731
2006,"08","20","Netherlands",16
2006,"08","20","New Zealand",58
2006,"08","20","Norway",11
2006,"08","20","Paraguay",420
2006,"08","20","Peru",337
2006,"08","20","Poland",12
2006,"08","20","Romania",650
2006,"08","20","Russia",145
2006,"08","20","South Africa",3002
2006,"08","20","Spain",20
2006,"08","20","Sweden",1
2006,"08","20","Switzerland",10
2006,"08","20","Ukraine",205
2006,"08","20","United States",741
2006,"08","20","Uruguay",181
2006,"08","27","Argentina",271
2006,"08","27","Australia",749
2006,"08","27","Austria",520
2006,"08","27","Belgium",16
2006,"08","27","Bolivia",425
2006,"08","27","Brazil",281
2006,"08","27","Bulgaria",466
2006,"08","27","Canada",801
2006,"08","27","Chile",6
2006,"08","27","France",8
2006,"08","27","Germany",595
2006,"08","27","Hungary",48
2006,"08","27","Japan",1
2006,"08","27","Mexico",786
2006,"08","27","Netherlands",19
2006,"08","27","New Zealand",54
2006,"08","27","Norway",12
2006,"08","27","Paraguay",486
2006,"08","27","Peru",338
2006,"08","27","Poland",11
2006,"08","27","Romania",627
2006,"08","27","Russia",171
2006,"08","27","South Africa",2950
2006,"08","27","Spain",21
2006,"08","27","Sweden",1
2006,"08","27","Switzerland",12
2006,"08","27","Ukraine",212
2006,"08","27","United States",760
2006,"08","27","Uruguay",175
2006,"09","03","Argentina",234
2006,"09","03","Australia",570
2006,"09","03","Austria",505
2006,"09","03","Belgium",21
2006,"09","03","Bolivia",346
2006,"09","03","Brazil",271
2006,"09","03","Bulgaria",447
2006,"09","03","Canada",931
2006,"09","03","Chile",6
2006,"09","03","France",9
2006,"09","03","Germany",615
2006,"09","03","Hungary",47
2006,"09","03","Japan",1
2006,"09","03","Mexico",856
2006,"09","03","Netherlands",21
2006,"09","03","New Zealand",52
2006,"09","03","Norway",19
2006,"09","03","Paraguay",531
2006,"09","03","Peru",372
2006,"09","03","Poland",10
2006,"09","03","Romania",613
2006,"09","03","Russia",190
2006,"09","03","South Africa",2798
2006,"09","03","Spain",13
2006,"09","03","Sweden",2
2006,"09","03","Switzerland",16
2006,"09","03","Ukraine",222
2006,"09","03","United States",861
2006,"09","03","Uruguay",178
2006,"09","10","Argentina",234
2006,"09","10","Australia",507
2006,"09","10","Austria",481
2006,"09","10","Belgium",33
2006,"09","10","Bolivia",342
2006,"09","10","Brazil",300
2006,"09","10","Bulgaria",502
2006,"09","10","Canada",1118
2006,"09","10","Chile",7
2006,"09","10","France",12
2006,"09","10","Germany",644
2006,"09","10","Hungary",43
2006,"09","10","Japan",2
2006,"09","10","Mexico",909
2006,"09","10","Netherlands",28
2006,"09","10","New Zealand",44
2006,"09","10","Norway",23
2006,"09","10","Paraguay",596
2006,"09","10","Peru",364
2006,"09","10","Poland",12
2006,"09","10","Romania",639
2006,"09","10","Russia",243
2006,"09","10","South Africa",3332
2006,"09","10","Spain",16
2006,"09","10","Sweden",2
2006,"09","10","Switzerland",18
2006,"09","10","Ukraine",251
2006,"09","10","United States",965
2006,"09","10","Uruguay",180
2006,"09","17","Argentina",232
2006,"09","17","Australia",457
2006,"09","17","Austria",607
2006,"09","17","Belgium",41
2006,"09","17","Bolivia",350
2006,"09","17","Brazil",267
2006,"09","17","Bulgaria",524
2006,"09","17","Canada",1427
2006,"09","17","Chile",6
2006,"09","17","France",16
2006,"09","17","Germany",675
2006,"09","17","Hungary",44
2006,"09","17","Japan",3
2006,"09","17","Mexico",994
2006,"09","17","Netherlands",28
2006,"09","17","New Zealand",35
2006,"09","17","Norway",28
2006,"09","17","Paraguay",566
2006,"09","17","Peru",370
2006,"09","17","Poland",22
2006,"09","17","Romania",660
2006,"09","17","Russia",320
2006,"09","17","South Africa",3072
2006,"09","17","Spain",26
2006,"09","17","Sweden",2
2006,"09","17","Switzerland",15
2006,"09","17","Ukraine",278
2006,"09","17","United States",1101
2006,"09","17","Uruguay",197
2006,"09","24","Argentina",227
2006,"09","24","Australia",356
2006,"09","24","Austria",647
2006,"09","24","Belgium",31
2006,"09","24","Bolivia",393
2006,"09","24","Brazil",245
2006,"09","24","Bulgaria",580
2006,"09","24","Canada",1627
2006,"09","24","Chile",5
2006,"09","24","France",23
2006,"09","24","Germany",677
2006,"09","24","Hungary",48
2006,"09","24","Japan",3
2006,"09","24","Mexico",970
2006,"09","24","Netherlands",23
2006,"09","24","New Zealand",37
2006,"09","24","Norway",24
2006,"09","24","Paraguay",469
2006,"09","24","Peru",337
2006,"09","24","Poland",44
2006,"09","24","Romania",709
2006,"09","24","Russia",349
2006,"09","24","South Africa",2687
2006,"09","24","Spain",33
2006,"09","24","Sweden",2
2006,"09","24","Switzerland",13
2006,"09","24","Ukraine",321
2006,"09","24","United States",1133
2006,"09","24","Uruguay",173
2006,"10","01","Argentina",200
2006,"10","01","Australia",274
2006,"10","01","Austria",667
2006,"10","01","Belgium",36
2006,"10","01","Bolivia",410
2006,"10","01","Brazil",228
2006,"10","01","Bulgaria",670
2006,"10","01","Canada",1770
2006,"10","01","Chile",4
2006,"10","01","France",31
2006,"10","01","Germany",729
2006,"10","01","Hungary",46
2006,"10","01","Japan",4
2006,"10","01","Mexico",988
2006,"10","01","Netherlands",22
2006,"10","01","New Zealand",21
2006,"10","01","Norway",26
2006,"10","01","Paraguay",400
2006,"10","01","Peru",359
2006,"10","01","Poland",49
2006,"10","01","Romania",709
2006,"10","01","Russia",341
2006,"10","01","South Africa",2390
2006,"10","01","Spain",32
2006,"10","01","Sweden",2
2006,"10","01","Switzerland",15
2006,"10","01","Ukraine",343
2006,"10","01","United States",1178
2006,"10","01","Uruguay",157
2006,"10","08","Argentina",191
2006,"10","08","Australia",281
2006,"10","08","Austria",684
2006,"10","08","Belgium",58
2006,"10","08","Bolivia",405
2006,"10","08","Brazil",226
2006,"10","08","Bulgaria",757
2006,"10","08","Canada",1758
2006,"10","08","Chile",4
2006,"10","08","France",35
2006,"10","08","Germany",855
2006,"10","08","Hungary",45
2006,"10","08","Japan",4
2006,"10","08","Mexico",1158
2006,"10","08","Netherlands",24
2006,"10","08","New Zealand",13
2006,"10","08","Norway",24
2006,"10","08","Paraguay",363
2006,"10","08","Peru",326
2006,"10","08","Poland",52
2006,"10","08","Romania",735
2006,"10","08","Russia",343
2006,"10","08","South Africa",2650
2006,"10","08","Spain",42
2006,"10","08","Sweden",2
2006,"10","08","Switzerland",19
2006,"10","08","Ukraine",350
2006,"10","08","United States",1230
2006,"10","08","Uruguay",152
2006,"10","15","Argentina",182
2006,"10","15","Australia",253
2006,"10","15","Austria",802
2006,"10","15","Belgium",65
2006,"10","15","Bolivia",391
2006,"10","15","Brazil",250
2006,"10","15","Bulgaria",751
2006,"10","15","Canada",1864
2006,"10","15","Chile",5
2006,"10","15","France",48
2006,"10","15","Germany",975
2006,"10","15","Hungary",47
2006,"10","15","Japan",6
2006,"10","15","Mexico",1181
2006,"10","15","Netherlands",25
2006,"10","15","New Zealand",12
2006,"10","15","Norway",25
2006,"10","15","Paraguay",330
2006,"10","15","Peru",338
2006,"10","15","Poland",61
2006,"10","15","Romania",869
2006,"10","15","Russia",358
2006,"10","15","South Africa",2596
2006,"10","15","Spain",48
2006,"10","15","Sweden",2
2006,"10","15","Switzerland",19
2006,"10","15","Ukraine",379
2006,"10","15","United States",1297
2006,"10","15","Uruguay",141
2006,"10","22","Argentina",167
2006,"10","22","Australia",219
2006,"10","22","Austria",656
2006,"10","22","Belgium",63
2006,"10","22","Bolivia",419
2006,"10","22","Brazil",260
2006,"10","22","Bulgaria",897
2006,"10","22","Canada",2003
2006,"10","22","Chile",4
2006,"10","22","France",40
2006,"10","22","Germany",883
2006,"10","22","Hungary",48
2006,"10","22","Japan",9
2006,"10","22","Mexico",1163
2006,"10","22","Netherlands",23
2006,"10","22","New Zealand",14
2006,"10","22","Norway",26
2006,"10","22","Paraguay",305
2006,"10","22","Peru",300
2006,"10","22","Poland",76
2006,"10","22","Romania",851
2006,"10","22","Russia",410
2006,"10","22","South Africa",2298
2006,"10","22","Spain",35
2006,"10","22","Sweden",2
2006,"10","22","Switzerland",19
2006,"10","22","Ukraine",443
2006,"10","22","United States",1445
2006,"10","22","Uruguay",135
2006,"10","29","Argentina",174
2006,"10","29","Australia",222
2006,"10","29","Austria",646
2006,"10","29","Belgium",47
2006,"10","29","Bolivia",431
2006,"10","29","Brazil",247
2006,"10","29","Bulgaria",1073
2006,"10","29","Canada",2048
2006,"10","29","Chile",4
2006,"10","29","France",39
2006,"10","29","Germany",918
2006,"10","29","Hungary",57
2006,"10","29","Japan",13
2006,"10","29","Mexico",1171
2006,"10","29","Netherlands",24
2006,"10","29","New Zealand",21
2006,"10","29","Norway",25
2006,"10","29","Paraguay",285
2006,"10","29","Peru",284
2006,"10","29","Poland",70
2006,"10","29","Romania",726
2006,"10","29","Russia",379
2006,"10","29","South Africa",1857
2006,"10","29","Spain",33
2006,"10","29","Sweden",2
2006,"10","29","Switzerland",23
2006,"10","29","Ukraine",476
2006,"10","29","United States",1577
2006,"10","29","Uruguay",129
2006,"11","05","Argentina",160
2006,"11","05","Australia",184
2006,"11","05","Austria",781
2006,"11","05","Belgium",65
2006,"11","05","Bolivia",417
2006,"11","05","Brazil",264
2006,"11","05","Bulgaria",1010
2006,"11","05","Canada",2088
2006,"11","05","Chile",4
2006,"11","05","France",43
2006,"11","05","Germany",1044
2006,"11","05","Hungary",54
2006,"11","05","Japan",20
2006,"11","05","Mexico",1319
2006,"11","05","Netherlands",25
2006,"11","05","New Zealand",13
2006,"11","05","Norway",23
2006,"11","05","Paraguay",277
2006,"11","05","Peru",282
2006,"11","05","Poland",57
2006,"11","05","Romania",786
2006,"11","05","Russia",340
2006,"11","05","South Africa",2125
2006,"11","05","Spain",36
2006,"11","05","Sweden",2
2006,"11","05","Switzerland",25
2006,"11","05","Ukraine",525
2006,"11","05","United States",1636
2006,"11","05","Uruguay",120
2006,"11","12","Argentina",180
2006,"11","12","Australia",211
2006,"11","12","Austria",749
2006,"11","12","Belgium",72
2006,"11","12","Bolivia",367
2006,"11","12","Brazil",257
2006,"11","12","Bulgaria",944
2006,"11","12","Canada",2228
2006,"11","12","Chile",5
2006,"11","12","France",41
2006,"11","12","Germany",1044
2006,"11","12","Hungary",56
2006,"11","12","Japan",29
2006,"11","12","Mexico",1372
2006,"11","12","Netherlands",26
2006,"11","12","New Zealand",11
2006,"11","12","Norway",23
2006,"11","12","Paraguay",259
2006,"11","12","Peru",287
2006,"11","12","Poland",50
2006,"11","12","Romania",827
2006,"11","12","Russia",305
2006,"11","12","South Africa",2256
2006,"11","12","Spain",38
2006,"11","12","Sweden",3
2006,"11","12","Switzerland",21
2006,"11","12","Ukraine",497
2006,"11","12","United States",1758
2006,"11","12","Uruguay",110
2006,"11","19","Argentina",165
2006,"11","19","Australia",178
2006,"11","19","Austria",845
2006,"11","19","Belgium",96
2006,"11","19","Bolivia",389
2006,"11","19","Brazil",251
2006,"11","19","Bulgaria",857
2006,"11","19","Canada",2334
2006,"11","19","Chile",3
2006,"11","19","France",56
2006,"11","19","Germany",1037
2006,"11","19","Hungary",54
2006,"11","19","Japan",37
2006,"11","19","Mexico",1409
2006,"11","19","Netherlands",25
2006,"11","19","New Zealand",15
2006,"11","19","Norway",23
2006,"11","19","Paraguay",263
2006,"11","19","Peru",298
2006,"11","19","Poland",47
2006,"11","19","Romania",850
2006,"11","19","Russia",319
2006,"11","19","South Africa",2019
2006,"11","19","Spain",39
2006,"11","19","Sweden",3
2006,"11","19","Switzerland",32
2006,"11","19","Ukraine",465
2006,"11","19","United States",1595
2006,"11","19","Uruguay",126
2006,"11","26","Argentina",141
2006,"11","26","Australia",130
2006,"11","26","Austria",785
2006,"11","26","Belgium",84
2006,"11","26","Bolivia",361
2006,"11","26","Brazil",221
2006,"11","26","Bulgaria",944
2006,"11","26","Canada",2418
2006,"11","26","Chile",4
2006,"11","26","France",63
2006,"11","26","Germany",985
2006,"11","26","Hungary",65
2006,"11","26","Japan",41
2006,"11","26","Mexico",1464
2006,"11","26","Netherlands",27
2006,"11","26","New Zealand",11
2006,"11","26","Norway",24
2006,"11","26","Paraguay",242
2006,"11","26","Peru",301
2006,"11","26","Poland",46
2006,"11","26","Romania",873
2006,"11","26","Russia",339
2006,"11","26","South Africa",2376
2006,"11","26","Spain",35
2006,"11","26","Sweden",2
2006,"11","26","Switzerland",31
2006,"11","26","Ukraine",464
2006,"11","26","United States",1889
2006,"11","26","Uruguay",126
2006,"12","03","Argentina",109
2006,"12","03","Australia",128
2006,"12","03","Austria",693
2006,"12","03","Belgium",83
2006,"12","03","Bolivia",332
2006,"12","03","Brazil",184
2006,"12","03","Bulgaria",1019
2006,"12","03","Canada",2520
2006,"12","03","Chile",3
2006,"12","03","France",72
2006,"12","03","Germany",1006
2006,"12","03","Hungary",62
2006,"12","03","Japan",41
2006,"12","03","Mexico",1615
2006,"12","03","Netherlands",28
2006,"12","03","New Zealand",9
2006,"12","03","Norway",22
2006,"12","03","Paraguay",234
2006,"12","03","Peru",258
2006,"12","03","Poland",46
2006,"12","03","Romania",920
2006,"12","03","Russia",320
2006,"12","03","South Africa",2141
2006,"12","03","Spain",34
2006,"12","03","Sweden",2
2006,"12","03","Switzerland",27
2006,"12","03","Ukraine",443
2006,"12","03","United States",1886
2006,"12","03","Uruguay",111
2006,"12","10","Argentina",109
2006,"12","10","Australia",113
2006,"12","10","Austria",803
2006,"12","10","Belgium",83
2006,"12","10","Bolivia",312
2006,"12","10","Brazil",167
2006,"12","10","Bulgaria",1090
2006,"12","10","Canada",2717
2006,"12","10","Chile",2
2006,"12","10","France",85
2006,"12","10","Germany",1046
2006,"12","10","Hungary",63
2006,"12","10","Japan",37
2006,"12","10","Mexico",1725
2006,"12","10","Netherlands",30
2006,"12","10","New Zealand",6
2006,"12","10","Norway",25
2006,"12","10","Paraguay",214
2006,"12","10","Peru",227
2006,"12","10","Poland",45
2006,"12","10","Romania",962
2006,"12","10","Russia",342
2006,"12","10","South Africa",1928
2006,"12","10","Spain",50
2006,"12","10","Sweden",3
2006,"12","10","Switzerland",26
2006,"12","10","Ukraine",421
2006,"12","10","United States",2079
2006,"12","10","Uruguay",110
2006,"12","17","Argentina",93
2006,"12","17","Australia",121
2006,"12","17","Austria",791
2006,"12","17","Belgium",85
2006,"12","17","Bolivia",267
2006,"12","17","Brazil",151
2006,"12","17","Bulgaria",1251
2006,"12","17","Canada",3008
2006,"12","17","Chile",2
2006,"12","17","France",120
2006,"12","17","Germany",1036
2006,"12","17","Hungary",64
2006,"12","17","Japan",30
2006,"12","17","Mexico",1654
2006,"12","17","Netherlands",27
2006,"12","17","New Zealand",7
2006,"12","17","Norway",22
2006,"12","17","Paraguay",202
2006,"12","17","Peru",192
2006,"12","17","Poland",42
2006,"12","17","Romania",1085
2006,"12","17","Russia",338
2006,"12","17","South Africa",1626
2006,"12","17","Spain",32
2006,"12","17","Sweden",2
2006,"12","17","Switzerland",27
2006,"12","17","Ukraine",418
2006,"12","17","United States",2305
2006,"12","17","Uruguay",96
2006,"12","24","Argentina",87
2006,"12","24","Australia",165
2006,"12","24","Austria",793
2006,"12","24","Belgium",109
2006,"12","24","Bolivia",235
2006,"12","24","Brazil",156
2006,"12","24","Bulgaria",1318
2006,"12","24","Canada",3302
2006,"12","24","Chile",3
2006,"12","24","France",198
2006,"12","24","Germany",1022
2006,"12","24","Hungary",76
2006,"12","24","Japan",26
2006,"12","24","Mexico",1740
2006,"12","24","Netherlands",27
2006,"12","24","New Zealand",15
2006,"12","24","Norway",21
2006,"12","24","Paraguay",197
2006,"12","24","Peru",177
2006,"12","24","Poland",36
2006,"12","24","Romania",1256
2006,"12","24","Russia",330
2006,"12","24","South Africa",1786
2006,"12","24","Spain",64
2006,"12","24","Sweden",2
2006,"12","24","Switzerland",32
2006,"12","24","Ukraine",427
2006,"12","24","United States",2547
2006,"12","24","Uruguay",88
2006,"12","31","Argentina",80
2006,"12","31","Australia",136
2006,"12","31","Austria",858
2006,"12","31","Belgium",96
2006,"12","31","Bolivia",208
2006,"12","31","Brazil",158
2006,"12","31","Bulgaria",1291
2006,"12","31","Canada",3722
2006,"12","31","Chile",3
2006,"12","31","France",209
2006,"12","31","Germany",1106
2006,"12","31","Hungary",108
2006,"12","31","Japan",26
2006,"12","31","Mexico",1617
2006,"12","31","Netherlands",29
2006,"12","31","New Zealand",12
2006,"12","31","Norway",24
2006,"12","31","Paraguay",192
2006,"12","31","Peru",193
2006,"12","31","Poland",37
2006,"12","31","Romania",1293
2006,"12","31","Russia",329
2006,"12","31","South Africa",2284
2006,"12","31","Spain",109
2006,"12","31","Sweden",5
2006,"12","31","Switzerland",47
2006,"12","31","Ukraine",425
2006,"12","31","United States",2419
2006,"12","31","Uruguay",82
2007,"01","07","Argentina",82
2007,"01","07","Australia",128
2007,"01","07","Austria",964
2007,"01","07","Belgium",113
2007,"01","07","Bolivia",197
2007,"01","07","Brazil",157
2007,"01","07","Bulgaria",1841
2007,"01","07","Canada",3099
2007,"01","07","Chile",2
2007,"01","07","France",169
2007,"01","07","Germany",1030
2007,"01","07","Hungary",122
2007,"01","07","Japan",26
2007,"01","07","Mexico",1987
2007,"01","07","Netherlands",32
2007,"01","07","New Zealand",6
2007,"01","07","Norway",39
2007,"01","07","Paraguay",181
2007,"01","07","Peru",209
2007,"01","07","Poland",41
2007,"01","07","Romania",1270
2007,"01","07","Russia",337
2007,"01","07","South Africa",2046
2007,"01","07","Spain",130
2007,"01","07","Sweden",3
2007,"01","07","Switzerland",45
2007,"01","07","Ukraine",407
2007,"01","07","United States",2082
2007,"01","07","Uruguay",75
2007,"01","14","Argentina",94
2007,"01","14","Australia",109
2007,"01","14","Austria",869
2007,"01","14","Belgium",113
2007,"01","14","Bolivia",186
2007,"01","14","Brazil",168
2007,"01","14","Bulgaria",2845
2007,"01","14","Canada",2748
2007,"01","14","Chile",2
2007,"01","14","France",155
2007,"01","14","Germany",910
2007,"01","14","Hungary",158
2007,"01","14","Japan",38
2007,"01","14","Mexico",3041
2007,"01","14","Netherlands",28
2007,"01","14","New Zealand",7
2007,"01","14","Norway",38
2007,"01","14","Paraguay",181
2007,"01","14","Peru",237
2007,"01","14","Poland",49
2007,"01","14","Romania",1261
2007,"01","14","Russia",300
2007,"01","14","South Africa",1714
2007,"01","14","Spain",169
2007,"01","14","Sweden",3
2007,"01","14","Switzerland",65
2007,"01","14","Ukraine",372
2007,"01","14","United States",1968
2007,"01","14","Uruguay",73
2007,"01","21","Argentina",100
2007,"01","21","Australia",99
2007,"01","21","Austria",1070
2007,"01","21","Belgium",137
2007,"01","21","Bolivia",224
2007,"01","21","Brazil",159
2007,"01","21","Bulgaria",3592
2007,"01","21","Canada",2844
2007,"01","21","Chile",2
2007,"01","21","France",191
2007,"01","21","Germany",1014
2007,"01","21","Hungary",190
2007,"01","21","Japan",62
2007,"01","21","Mexico",2911
2007,"01","21","Netherlands",32
2007,"01","21","New Zealand",4
2007,"01","21","Norway",73
2007,"01","21","Paraguay",177
2007,"01","21","Peru",208
2007,"01","21","Poland",54
2007,"01","21","Romania",1358
2007,"01","21","Russia",332
2007,"01","21","South Africa",1844
2007,"01","21","Spain",188
2007,"01","21","Sweden",4
2007,"01","21","Switzerland",90
2007,"01","21","Ukraine",365
2007,"01","21","United States",2182
2007,"01","21","Uruguay",72
2007,"01","28","Argentina",106
2007,"01","28","Australia",105
2007,"01","28","Austria",1250
2007,"01","28","Belgium",294
2007,"01","28","Bolivia",248
2007,"01","28","Brazil",167
2007,"01","28","Bulgaria",2714
2007,"01","28","Canada",2965
2007,"01","28","Chile",2
2007,"01","28","France",386
2007,"01","28","Germany",1139
2007,"01","28","Hungary",229
2007,"01","28","Japan",114
2007,"01","28","Mexico",2538
2007,"01","28","Netherlands",37
2007,"01","28","New Zealand",3
2007,"01","28","Norway",133
2007,"01","28","Paraguay",178
2007,"01","28","Peru",183
2007,"01","28","Poland",67
2007,"01","28","Romania",1497
2007,"01","28","Russia",330
2007,"01","28","South Africa",1662
2007,"01","28","Spain",279
2007,"01","28","Sweden",5
2007,"01","28","Switzerland",188
2007,"01","28","Ukraine",418
2007,"01","28","United States",2409
2007,"01","28","Uruguay",71
2007,"02","04","Argentina",108
2007,"02","04","Australia",134
2007,"02","04","Austria",1348
2007,"02","04","Belgium",531
2007,"02","04","Bolivia",232
2007,"02","04","Brazil",165
2007,"02","04","Bulgaria",1953
2007,"02","04","Canada",3309
2007,"02","04","Chile",2
2007,"02","04","France",567
2007,"02","04","Germany",1381
2007,"02","04","Hungary",322
2007,"02","04","Japan",210
2007,"02","04","Mexico",2229
2007,"02","04","Netherlands",46
2007,"02","04","New Zealand",4
2007,"02","04","Norway",199
2007,"02","04","Paraguay",182
2007,"02","04","Peru",209
2007,"02","04","Poland",136
2007,"02","04","Romania",1174
2007,"02","04","Russia",408
2007,"02","04","South Africa",1797
2007,"02","04","Spain",303
2007,"02","04","Sweden",5
2007,"02","04","Switzerland",322
2007,"02","04","Ukraine",775
2007,"02","04","United States",2806
2007,"02","04","Uruguay",73
2007,"02","11","Argentina",104
2007,"02","11","Australia",138
2007,"02","11","Austria",1453
2007,"02","11","Belgium",976
2007,"02","11","Bolivia",225
2007,"02","11","Brazil",197
2007,"02","11","Bulgaria",1540
2007,"02","11","Canada",3456
2007,"02","11","Chile",2
2007,"02","11","France",481
2007,"02","11","Germany",1615
2007,"02","11","Hungary",268
2007,"02","11","Japan",332
2007,"02","11","Mexico",2057
2007,"02","11","Netherlands",55
2007,"02","11","New Zealand",4
2007,"02","11","Norway",256
2007,"02","11","Paraguay",192
2007,"02","11","Peru",188
2007,"02","11","Poland",141
2007,"02","11","Romania",1029
2007,"02","11","Russia",447
2007,"02","11","South Africa",2136
2007,"02","11","Spain",161
2007,"02","11","Sweden",9
2007,"02","11","Switzerland",395
2007,"02","11","Ukraine",1107
2007,"02","11","United States",2970
2007,"02","11","Uruguay",72
2007,"02","18","Argentina",111
2007,"02","18","Australia",163
2007,"02","18","Austria",1607
2007,"02","18","Belgium",900
2007,"02","18","Bolivia",208
2007,"02","18","Brazil",224
2007,"02","18","Bulgaria",1150
2007,"02","18","Canada",3340
2007,"02","18","Chile",2
2007,"02","18","France",212
2007,"02","18","Germany",1982
2007,"02","18","Hungary",229
2007,"02","18","Japan",478
2007,"02","18","Mexico",2096
2007,"02","18","Netherlands",85
2007,"02","18","New Zealand",6
2007,"02","18","Norway",295
2007,"02","18","Paraguay",237
2007,"02","18","Peru",215
2007,"02","18","Poland",194
2007,"02","18","Romania",983
2007,"02","18","Russia",606
2007,"02","18","South Africa",2414
2007,"02","18","Spain",97
2007,"02","18","Sweden",11
2007,"02","18","Switzerland",339
2007,"02","18","Ukraine",1175
2007,"02","18","United States",2941
2007,"02","18","Uruguay",74
2007,"02","25","Argentina",102
2007,"02","25","Australia",193
2007,"02","25","Austria",1469
2007,"02","25","Belgium",530
2007,"02","25","Bolivia",245
2007,"02","25","Brazil",237
2007,"02","25","Bulgaria",957
2007,"02","25","Canada",3006
2007,"02","25","Chile",2
2007,"02","25","France",77
